artists,album_name,track_name,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,duration_min,duration_category,popularity_category
Khantrast;Musicality;mellowthemanic;Fabvl,Demon Slayer Freestyle,Demon Slayer Freestyle,51.0,True,0.567,0.686,4,-8.646,0,0.0671,0.181,0.0,0.0952,0.246,135.062,anime,2.4899666666666667,Corta,Media
ENHYPEN,DIMENSION : ANSWER,Upper Side Dreamin’,56.0,False,0.608,0.886,0,-3.027,1,0.0773,0.0281,0.0,0.446,0.783,106.02,anime,3.1567,Media,Media
Otaku,Anime Lofi Vol. 2,Renai Circulation (Bakemonogatari),58.0,False,0.612,0.259,11,-11.096,0,0.0999,0.196,0.12175,0.106,0.214,149.957,anime,1.7602666666666666,Corta,Media
Macaroni Empitsu,LiKE,トリコになれ,41.0,False,0.68,0.865,9,-3.14,1,0.0394,0.107,0.0,0.279,0.848,128.138,anime,3.0031,Media,Media
Ricardo Silva,El Cantante Original de Las Series Mas Famosas de Comic y Anime,Tema de Digimon 2 Impacto Rojo,40.0,False,0.548,0.622,0,-13.487,1,0.0983,0.0193,2.66e-06,0.344,0.557,160.278,anime,4.532883333333333,Larga,Baja
Cö Shu Nie,give it back,give it back,56.0,False,0.461,0.591,1,-5.838,1,0.0496,0.463,0.0,0.05,0.354,99.826,anime,3.5412666666666666,Media,Media
Hiroaki Tsutsumi,Tokyo Revengers Original Soundtrack,This Is Revenge,43.0,False,0.36,0.918,2,-5.51,0,0.078,0.000536,0.12175,0.197,0.0856,90.072,anime,4.927766666666667,Larga,Media
Cö Shu Nie,give it back,give it back,48.0,False,0.492,0.581,1,-5.922,1,0.047,0.471,0.0,0.0509,0.351,100.033,anime,3.5813333333333333,Media,Media
Yutaka Yamada,東京喰種トーキョーグール:re Original Soundtrack,Remembering (feat. Tate McRae),45.0,False,0.174,0.288,2,-8.649,1,0.0388,0.876,4.01e-06,0.0918,0.289,78.793,anime,4.61,Larga,Media
Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,形勢逆転,50.0,False,0.351,0.877,9,-8.558,0,0.0517,0.000256,0.12175,0.0635,0.427,180.071,anime,4.015766666666667,Larga,Media
MUSASHI PROJECT,NARUTO -ナルト- オリジナルサウンドトラック,激と撃,50.0,False,0.494,0.857,4,-8.799,0,0.0624,0.00371,0.0115,0.0718,0.536,176.059,anime,2.124433333333333,Corta,Media
Hiroaki Tsutsumi,TVアニメ『呪術廻戦』オリジナル・サウンドトラック,最恐,35.0,False,0.408,0.369,8,-13.896,1,0.043,0.0871,0.12175,0.177,0.154,99.595,anime,3.3604333333333334,Media,Baja
Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",lit,49.0,False,0.715,0.0319,4,-17.493499999999997,1,0.131,0.995,0.12175,0.123,0.764,140.076,anime,0.8422166666666666,Corta,Media
FLOW,COLORS,COLORS -CODE GEASS OPENING MIX-,53.0,False,0.524,0.815,1,-5.414,1,0.0369,0.0482,0.0,0.122,0.638,136.072,anime,1.5631,Corta,Media
Hideki Taniuchi,DEATH NOTE Original Soundtrack Ⅱ,Kuroi Light,42.0,False,0.722,0.857,4,-6.146,0,0.0344,0.912,0.00072,0.24,0.816,109.959,anime,1.968,Corta,Media
ACN Music.,Guts,Guts,57.0,False,0.422,0.251,4,-14.488,1,0.0308,0.756,0.12175,0.137,0.0664,139.671,anime,3.6052833333333334,Media,Media
Nana Mizuki,ダブルシャッフル,ダブルシャッフル,49.0,False,0.664,0.928,1,-3.811,0,0.058,0.00989,0.0,0.0773,0.53,119.96,anime,3.4833333333333334,Media,Media
LiSA,往け,往け,59.0,False,0.56,0.952,1,-2.579,0,0.1575875,0.135,0.0,0.162,0.689,89.872,anime,3.8044333333333333,Media,Media
ACN Music.,Strong and Strike,Strong and Strike,48.0,False,0.495,0.942,0,-2.77,1,0.129,0.00526,0.00883,0.0874,0.404,176.058,anime,2.1343,Corta,Media
Kijugo,Blue Bird but is it okay if it's lofi?,Blue Bird but is it okay if it's lofi?,47.0,False,0.782,0.385,5,-17.469,0,0.0413,0.832,0.12175,0.0888,0.815,126.054,anime,3.07935,Media,Media
Yoshihisa Hirano,TVアニメ「HUNTER×HUNTER」オリジナル・サウンドトラック,奇術師のバイレ,51.0,False,0.734,0.724,7,-11.339,0,0.0398,0.679,0.12175,0.258,0.85,116.982,anime,1.1157666666666666,Corta,Media
miwa,guitarissimo,chAngE,57.0,False,0.442,0.973,7,-2.01,1,0.156,0.0268,0.0,0.108,0.635,164.852,anime,4.162433333333333,Larga,Media
Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,HERO A,50.0,False,0.55,0.958,6,-5.292,0,0.0678,0.0227,0.12175,0.128,0.595,120.052,anime,3.2611,Media,Media
PELICAN FANCLUB,解放のヒント,三原色,56.0,False,0.433,0.853,6,-4.237,0,0.0405,0.0114,0.0,0.162,0.697,100.002,anime,3.4202166666666667,Media,Media
Feora,Despair,Despair,44.0,False,0.508,0.369,4,-9.492,0,0.0324,0.0388,0.12175,0.0936,0.0526,120.165,anime,3.0025666666666666,Media,Media
Khantrast,Let's Ride,Let's Ride,61.0,True,0.765,0.75,10,-7.375,1,0.1575875,0.232,0.0,0.233,0.568,128.031,anime,2.01635,Corta,Alta
伊藤美来,青100色 (TVアニメ「古見さんは、コミュ症です。」オープニング・テーマ),青100色,51.0,False,0.713,0.875,7,-1.098,1,0.0286,0.36,0.12175,0.183,0.645,119.962,anime,3.933333333333333,Media,Media
Kato,Naruto Vibes,Loneliness,45.0,False,0.654,0.325,2,-10.283,0,0.0453,0.123,0.12175,0.11,0.0997,143.929,anime,1.8166666666666667,Corta,Media
Kijugo,Gurenge but is it okay if it's lofi?,Gurenge but is it okay if it's lofi?,47.0,False,0.853,0.408,7,-13.163,1,0.105,0.457,0.12175,0.271,0.548,120.002,anime,3.3,Media,Media
Kensuke Ushio,DEVILMAN crybaby (Original Soundtrack),Smells Blood,63.0,False,0.641,0.598,4,-8.485,0,0.0426,0.000586,0.12175,0.121,0.161,109.999,anime,1.8213333333333332,Corta,Alta
Evan Call,VIOLET EVERGARDEN: Automemories,The Voice in My Heart,51.0,False,0.324,0.125,2,-17.493499999999997,0,0.0473,0.979,0.12175,0.136,0.157,117.782,anime,2.3391,Corta,Media
Samuel Kim,Kung Fu Panda: Epic Collection,Kai's Theme,46.0,False,0.299,0.63,2,-8.499,0,0.0451,0.299,0.12175,0.0947,0.328,65.546,anime,2.8960333333333335,Media,Media
Aqua Timez,10th Anniversary Best BLUE,ALONES,58.0,False,0.393,0.957,9,-3.914,0,0.101,0.000748,0.0,0.302,0.523,186.04,anime,4.332216666666667,Larga,Media
Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Counter Attack-Mankind,48.0,False,0.345,0.849,6,-9.816,0,0.0735,0.00658,0.12175,0.36,0.185,110.009,anime,6.109766666666666,Muy larga,Media
Destly,Genshin Impact Sumeru Collection (Visages of Wisdom),Port Ormos,49.0,False,0.368,0.281,6,-16.335,1,0.0508,0.0208,0.12175,0.0814,0.775,87.387,anime,1.77905,Corta,Media
Vickeblanka,Lucky Ending,Lucky Ending,45.0,False,0.598,0.611,11,-5.116,1,0.0227,0.231,0.0,0.152,0.452,82.98,anime,4.26055,Larga,Media
MADKID,CIRCUS,RISE,56.0,False,0.472,0.929,7,-3.162,1,0.156,0.0197,0.0,0.345,0.481,165.104,anime,3.4871,Media,Media
Samuel Kim,Attack on Titan: Epic Collection,Attack on Titan Theme,45.0,False,0.268,0.754,10,-6.871,0,0.0609,0.384,0.12175,0.147,0.148,125.008,anime,5.033433333333333,Larga,Media
Kupla,Kingdom in Blue,Kingdom in Blue,58.0,False,0.524,0.238,7,-11.162,1,0.0423,0.657,0.12175,0.16,0.12,78.018,anime,3.3525666666666667,Media,Media
MADKID,RISE,RISE,51.0,False,0.47,0.932,7,-3.202,1,0.1575875,0.0182,0.0,0.464,0.584,164.981,anime,3.4368833333333333,Media,Media
LiSA;Uru,再会 (produced by Ayase),再会 (produced by Ayase),61.0,False,0.713,0.606,7,-5.718,0,0.0328,0.315,0.0,0.262,0.492,90.005,anime,4.0361,Larga,Alta
桶狭間ありさ,The God of High School Original Soundtrack,Power of Mujin Park,46.0,False,0.517,0.817,7,-7.592,1,0.0396,0.000372,0.12175,0.269,0.605,100.002,anime,1.2961,Corta,Media
Official HIGE DANdism,エスカパレード,115万キロのフィルム,72.0,False,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,anime,5.41055,Larga,Alta
Lenny code fiction,Montage,Make my story,56.0,False,0.531,0.942,8,-3.835,1,0.0554,0.00179,0.0,0.398,0.823,132.029,anime,4.459766666666667,Larga,Media
Rustage;Khantrast,Red (Uchiha Rap) [feat. Khantrast],Red (Uchiha Rap) [feat. Khantrast],44.0,True,0.801,0.924,0,-3.704,0,0.1575875,0.312,0.0,0.0841,0.496,139.928,anime,3.0336166666666666,Media,Media
Raimu,The Spirit Within,Counting Rice,60.0,False,0.645,0.242,2,-13.986,0,0.0402,0.805,0.12175,0.115,0.0744,140.015,anime,3.02175,Media,Media
LiSA,Launcher,Rising Hope,57.0,False,0.547,0.978,8,-2.732,1,0.1575875,0.0626,0.0,0.0735,0.647,94.703,anime,4.186883333333333,Larga,Media
Samuel Kim,Star Wars: The Dark Side Collection,Duel of the Fates - Epic Version,55.0,False,0.423,0.638,7,-8.435,1,0.057,0.717,0.12175,0.102,0.143,150.159,anime,2.95255,Media,Media
Kato,Anime & Chill 2,The World (Death Note),46.0,False,0.645,0.406,11,-11.286,0,0.0381,0.882,0.12175,0.0887,0.226,120.006,anime,1.3999833333333334,Corta,Media
Megumi Hayashibara,集結の園へ,集結の園へ,38.0,False,0.527,0.935,11,-4.118,0,0.1575875,0.0293,3.7e-06,0.0908,0.417,140.004,anime,5.054216666666667,Larga,Baja
conscience,Everything's Alright,Everything's Alright,59.0,True,0.863,0.611,7,-9.613,1,0.1575875,0.00347,0.000159,0.0865,0.0518,104.959,anime,3.3904666666666667,Media,Media
Zarcort,Resident Evil Rap,Resident Evil Rap,39.0,False,0.811,0.808,4,-7.112,0,0.1575875,0.31,0.0,0.5355000000000001,0.838,92.011,anime,4.157816666666666,Larga,Baja
MegaR;Kballero Rap,Adán vs Zeus Rap,Adán vs Zeus Rap,39.0,False,0.63,0.855,9,-7.225,0,0.1575875,0.195,0.0,0.425,0.409,85.995,anime,3.77265,Media,Baja
Macaroni Empitsu,たましいの居場所 - EP,たましいの居場所,40.0,False,0.643,0.827,0,-4.531,1,0.0357,0.223,0.0,0.0848,0.731,103.434,anime,3.3589166666666666,Media,Baja
Ejsu Multimedia;Fallo;Karu,Amor Vil,Amor Vil,38.0,False,0.587,0.665,6,-7.439,0,0.1575875,0.165,1e-05,0.106,0.628,179.905,anime,3.3459,Media,Baja
Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,帰郷,44.0,False,0.22,0.17,0,-13.487,1,0.0343,0.799,0.12175,0.0792,0.0822,127.264,anime,1.8413333333333333,Corta,Media
PianoDeuss,Hokage Funeral (Naruto Original Soundtrack),Hokage Funeral (Naruto Original Soundtrack),40.0,False,0.306,0.0653,9,-17.493499999999997,0,0.0354,0.965,0.12175,0.124,0.109,65.195,anime,2.511233333333333,Media,Baja
Fery,Man Of The World (Obito's Fate),Man Of The World (Obito's Fate),36.0,False,0.594,0.419,0,-8.066,0,0.0255,0.0776,0.12175,0.249,0.112,100.008,anime,3.4,Media,Baja
TK from Ling tosite sigure,Signal,Signal,49.0,False,0.433,0.91,2,-2.547,0,0.0643,0.00173,2.99e-05,0.122,0.303,83.408,anime,5.33,Larga,Media
Hiroaki Tsutsumi,Tokyo Revengers Original Soundtrack,Tokyo Revengers -Main Theme-,41.0,False,0.449,0.929,10,-5.914,0,0.0473,0.000263,0.12175,0.111,0.243,95.019,anime,3.526883333333333,Media,Media
EGOIST,BANG!!!,BANG!!!,54.0,False,0.625,0.94,1,-0.643,0,0.142,0.138,0.0,0.227,0.783,137.02,anime,3.2717666666666667,Media,Media
Myuk,魔法,魔法,49.0,False,0.609,0.634,1,-5.669,1,0.0297,0.134,0.0,0.0878,0.449,88.004,anime,3.8659166666666667,Media,Media
大原ゆい子,旅人の唄,旅人の唄,47.0,False,0.404,0.668,10,-5.746,0,0.0303,0.0137,0.000326,0.123,0.495,136.98,anime,4.40145,Larga,Media
frad;Hayne;Milky Day,fool,fool,56.0,False,0.787,0.35,1,-5.614,1,0.0458,0.44,0.000623,0.251,0.488,90.0,anime,2.1722166666666665,Corta,Media
EGOIST,Extra Terrestrial Biological Entities,Departures 〜あなたにおくるアイの歌〜,50.0,False,0.473,0.431,2,-8.172,1,0.0305,0.493,0.0,0.0752,0.283,143.862,anime,4.250216666666667,Larga,Media
Kenshi Yonezu,STRAY SHEEP,Flamingo,60.0,False,0.76,0.668,7,-6.0,1,0.0546,0.165,0.0,0.0917,0.913,114.075,anime,3.2731,Media,Media
Hiroyuki Sawano,86―エイティシックス― オリジナル・サウンドトラック,Voices of the Chord,54.0,False,0.486,0.403,4,-8.345,0,0.0296,0.203,0.00154,0.0677,0.16,141.85,anime,3.036216666666667,Media,Media
Joe Hisaishi,Howl's Moving Castle Soundtrack,You're in Love,62.0,False,0.526,0.0344,7,-17.493499999999997,0,0.11,0.996,0.12175,0.118,0.208,67.101,anime,1.1966666666666668,Corta,Alta
DISH//,No.1,No.1,55.0,False,0.495,0.878,1,-4.3,1,0.058,0.0216,0.0,0.186,0.621,90.492,anime,3.8433333333333333,Media,Media
Kenshi Yonezu,Pale Blue,死神,62.0,False,0.807,0.653,2,-6.308,1,0.0443,0.0349,9.08e-06,0.111,0.939,119.019,anime,3.0126666666666666,Media,Alta
Kijugo,Hikaru Nara but is it okay if it's lofi?,Hikaru Nara but is it okay if it's lofi?,46.0,False,0.73,0.408,4,-15.503,0,0.1575875,0.855,0.12175,0.409,0.385,133.976,anime,1.7014833333333332,Corta,Media
Yasuharu Takanashi;YAIBA,BORUTO -NARUTO THE MOVIE- Original Soundtrack,Spin and Burst,49.0,False,0.351,0.904,6,-9.037,1,0.0553,2.37e-05,0.12175,0.35,0.311,180.078,anime,2.85155,Media,Media
Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,暴走する悪意,46.0,False,0.466,0.918,2,-6.61,1,0.0752,0.018,0.12175,0.125,0.339,141.957,anime,1.8777666666666666,Corta,Media
KANA-BOON,Honey & Darling,スターマーカー (Album Mix),57.0,False,0.502,0.872,4,-3.449,1,0.0421,0.0107,0.0,0.313,0.808,134.047,anime,3.5606666666666666,Media,Media
μ's,μ's Best Album Best Live! Collection Ⅱ,輝夜の城で踊りたい,37.0,False,0.57,0.96,6,-3.381,0,0.103,0.00467,1.83e-06,0.0818,0.641,135.044,anime,4.524883333333333,Larga,Baja
Khantrast;Musicality,Death Note Freestyle,Death Note Freestyle,44.0,True,0.799,0.765,11,-7.729,1,0.1575875,0.0869,0.0,0.295,0.382,139.942,anime,2.1211333333333333,Corta,Media
SawanoHiroyuki[nZk];Laco,Avid / Hands Up to the Sky,Hands Up to the Sky,55.0,False,0.708,0.721,1,-3.815,0,0.0718,0.049,0.0,0.0731,0.525,97.992,anime,3.5357666666666665,Media,Media
sumika,Chime,秘密,43.0,False,0.29,0.54,2,-7.491,1,0.0322,0.293,0.0,0.102,0.394,82.08,anime,4.4591,Larga,Media
Cidergirl,SODA POP FANCLUB 4,シンデレラ,55.0,False,0.58,0.941,7,-3.799,1,0.0595,0.00968,0.0,0.317,0.769,129.988,anime,3.550883333333333,Media,Media
Kato,Naruto Vibes,Alone,43.0,False,0.523,0.617,9,-7.76,0,0.0265,0.0856,0.12175,0.139,0.0868,79.964,anime,1.697,Corta,Media
Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Rittaikidou,48.0,False,0.366,0.571,2,-12.063,1,0.0565,0.0104,0.12175,0.0939,0.136,155.093,anime,5.712,Larga,Media
Aimer,Sun Dance,コイワズライ,61.0,False,0.675,0.5,10,-5.825,1,0.0258,0.3,0.0,0.312,0.773,93.917,anime,3.9193333333333333,Media,Alta
Kenshi Yonezu,BOOTLEG,LOSER,62.0,False,0.679,0.931,1,-3.74,0,0.0474,0.00466,0.0,0.0652,0.962,121.001,anime,4.06355,Larga,Alta
Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.1 -Good Morning Morioh Cho- Music by Yugo Kanno,Diamond is unbreakable - Main Theme,56.0,False,0.562,0.897,10,-4.882,0,0.0635,0.00166,0.0985,0.379,0.526,129.929,anime,4.131333333333333,Larga,Media
Linked Horizon,Akatsuki no Requiem (TV Size),Akatsuki no Requiem (TV Size),49.0,False,0.471,0.473,5,-10.757,1,0.0354,0.684,1.76e-05,0.108,0.265,137.045,anime,1.5015,Corta,Media
Kainbeats,born in the sky,"rest well, my friend",54.0,False,0.502,0.0242,1,-17.493499999999997,1,0.0284,0.969,0.12175,0.372,0.0696,56.027,anime,2.8839166666666665,Media,Media
Raimu,The Spirit Within,Natsukashii,60.0,False,0.854,0.291,9,-11.166,1,0.1575875,0.489,0.12175,0.114,0.445,158.004,anime,3.3291,Media,Media
Yasuharu Takanashi,"""Fairy Tail"" Original Soundtrack Vol.1",Fairy Tail Main Theme - Slow ver.,49.0,False,0.179,0.421,5,-7.51,1,0.0347,0.0636,0.12175,0.201,0.049,76.853,anime,2.5768833333333334,Media,Media
BigRicePiano,The Sound of Rain,The Sound of Rain,51.0,False,0.533,0.357,10,-17.493499999999997,0,0.083,0.957,0.12175,0.345,0.399,121.259,anime,4.249233333333334,Larga,Media
ENHYPEN,DIMENSION : 閃光,Always,53.0,False,0.799,0.772,7,-3.812,1,0.0601,0.0508,0.0,0.107,0.731,109.926,anime,3.1153333333333335,Media,Media
HYDE,TOKYO - HALLOWEEN -,HALLOWEEN PARTY - プペル Ver.,0.0,False,0.506,0.959,10,-5.532,0,0.064,0.0231,0.0,0.126,0.35,112.073,anime,5.220716666666666,Larga,Muy baja
Yasuharu Takanashi,"""Fairy Tail"" Original Soundtrack Vol.3",Dragon Force,49.0,False,0.393,0.896,2,-4.857,0,0.0817,0.00451,0.12175,0.204,0.353,145.008,anime,2.4257666666666666,Corta,Media
Joe Hisaishi,Howl's Moving Castle Soundtrack,Opening Song - Merry-Go-Round of Life,60.0,False,0.325,0.0947,2,-17.493499999999997,0,0.0333,0.906,0.12175,0.5355000000000001,0.0949,49.034,anime,2.55955,Media,Media
Raimu,The Spirit Within,Stuck in Æther,60.0,False,0.537,0.2,5,-16.798,0,0.0457,0.721,0.12175,0.279,0.0964,68.882,anime,2.588233333333333,Media,Media
Raimu,The Spirit Within,The Wild Dance,60.0,False,0.591,0.335,1,-14.259,0,0.0545,0.686,0.12175,0.408,0.0718,128.147,anime,3.0738,Media,Media
Raimu,The Spirit Within,To Be Continued..,60.0,False,0.539,0.26,8,-17.493499999999997,0,0.1,0.873,0.12175,0.345,0.104,119.011,anime,2.6890666666666667,Media,Media
Taku Iwasaki,JOJO'S BIZARRE ADVENTURE -O.S.T.] Battle Tendency [leicht verwendbar],awake,49.0,False,0.308,0.915,6,-4.66,1,0.0476,3.15e-05,0.00868,0.282,0.549,180.037,anime,3.3604333333333334,Media,Media
Aimer,DAWN,LAST STARDUST,56.0,False,0.473,0.845,2,-5.13,0,0.0455,0.0105,2.87e-05,0.13,0.223,121.963,anime,5.3111,Larga,Media
MAN WITH A MISSION,Merry-Go-Round,Merry-Go-Round,56.0,False,0.591,0.914,5,-5.617,0,0.0737,0.00267,0.0,0.0801,0.451,119.971,anime,4.0635,Larga,Media
supercell,My Dearest,My Dearest,57.0,False,0.394,0.918,0,-2.133,1,0.0628,0.0286,0.00117,0.17,0.324,168.166,anime,5.642,Larga,Media
ClariS,ALIVE,ALIVE,63.0,False,0.333,0.938,11,-2.662,1,0.1575875,0.111,4.82e-05,0.123,0.52,179.381,anime,3.628216666666667,Media,Alta
ACE COLLECTION,70億にただ1つの奇跡,70億にただ1つの奇跡,38.0,False,0.552,0.45,10,-8.094,1,0.0268,0.586,3.33e-06,0.154,0.403,75.008,anime,6.404,Muy larga,Baja
Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",Symphonicsuite (Aot) Part2-5th: Apple Seed,51.0,False,0.479,0.864,0,-4.601,0,0.055,0.00505,4.58e-05,0.0926,0.421,159.994,anime,2.780883333333333,Media,Media
ENHYPEN;YEONJUN,DIMENSION : ANSWER,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,54.0,False,0.495,0.926,8,-4.589,0,0.1575875,0.0384,0.0,0.348,0.642,159.922,anime,3.7908833333333334,Media,Media
MegaR;Nyako,Garou Miedo Cósmico Rap. El Puño de Dios,Garou Miedo Cósmico Rap. El Puño de Dios,38.0,False,0.535,0.877,7,-9.381,1,0.1575875,0.593,0.0,0.202,0.543,90.248,anime,2.9361,Media,Baja
Galileo Galilei,PORTAL,青い栞,53.0,False,0.604,0.666,4,-7.155,1,0.0271,0.0499,3.78e-05,0.14,0.246,132.031,anime,5.632666666666666,Larga,Media
Yasuharu Takanashi,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック,千軍万馬,45.0,False,0.169,0.241,9,-12.577,1,0.0357,0.586,0.12175,0.0665,0.0734,125.408,anime,1.8526666666666667,Corta,Media
Yuki Hayashi;Asami Tachibana,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック 2,チームの地力,46.0,False,0.482,0.652,9,-10.592,0,0.0331,0.0047,0.12175,0.117,0.293,135.015,anime,2.966666666666667,Media,Media
amazarashi,世界収束二一一六,季節は次々死んでいく,54.0,False,0.545,0.897,0,-3.983,1,0.0409,0.105,0.0,0.209,0.459,90.517,anime,5.648,Larga,Media
amazarashi,BOYCOTT,さよならごっこ,49.0,False,0.621,0.717,6,-5.096,0,0.0853,0.384,0.0,0.193,0.591,146.984,anime,4.54355,Larga,Media
Yasuharu Takanashi;YAIBA,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック Ⅲ,NARUTO Main Theme'16,42.0,False,0.57,0.839,9,-9.194,0,0.0399,5.43e-05,0.12175,0.116,0.514,124.97,anime,4.420216666666667,Larga,Media
Eve,闇夜,闇夜,50.0,False,0.444,0.637,11,-3.73,0,0.0361,0.17,0.0,0.112,0.23,79.821,anime,3.8232333333333335,Media,Media
Raimu,Dandelion's Lullaby,Dandelion's Lullaby,57.0,False,0.682,0.141,2,-17.493499999999997,0,0.0616,0.801,0.12175,0.112,0.109,93.099,anime,2.0645,Corta,Media
TK from Ling tosite sigure,katharsis (TV edit),katharsis (TV edit),48.0,False,0.661,0.706,8,-4.045,1,0.1575875,0.223,0.0,0.234,0.435,144.051,anime,1.4897833333333332,Corta,Media
BURNOUT SYNDROMES,ヒカリアレ,ヒカリアレ,47.0,False,0.311,0.944,7,-1.734,1,0.14,0.0116,0.0,0.383,0.398,177.948,anime,4.08,Larga,Media
Eve,Smile,Raison Detre,57.0,False,0.54,0.802,2,-4.085,0,0.0473,0.000103,7.43e-06,0.179,0.553,152.018,anime,3.704083333333333,Media,Media
Kijugo,Shinzo wo Sasageyo but is it okay if it's lofi?,Shinzo wo Sasageyo but is it okay if it's lofi?,47.0,False,0.879,0.438,0,-15.566,1,0.0464,0.68,0.12175,0.0864,0.433,120.007,anime,2.533333333333333,Media,Media
Eir Aoi,BLAU,INNOCENCE,56.0,False,0.339,0.932,1,-2.419,0,0.118,0.00583,6.3e-06,0.273,0.486,182.808,anime,4.622,Larga,Media
Kato,Naruto Vibes,Samidare,43.0,False,0.631,0.498,2,-8.702,0,0.0394,0.563,0.12175,0.0987,0.249,140.009,anime,1.7601166666666668,Corta,Media
STEREO DIVE FOUNDATION,STEREO DIVE,Daisy,50.0,False,0.502,0.83,9,-4.849,1,0.0554,0.00982,5.48e-05,0.0728,0.545,170.03,anime,4.58155,Larga,Media
Samuel Kim,Akuma no Ko (Cinematic Version),Akuma no Ko - Cinematic Version,41.0,False,0.236,0.313,9,-8.731,1,0.0295,0.5,0.12175,0.0885,0.136,81.468,anime,4.005766666666666,Larga,Media
Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",Attack on D,48.0,False,0.241,0.262,0,-12.617,0,0.0354,0.205,0.12175,0.114,0.0385,116.671,anime,4.738883333333333,Larga,Media
Hikaru Utada,First Love,First Love,65.0,False,0.438,0.434,7,-8.37,1,0.0371,0.122,0.0,0.15,0.195,179.913,anime,4.288216666666667,Larga,Alta
Feora,Sadness and Sorrow,Sadness and Sorrow,41.0,False,0.568,0.472,4,-14.215,0,0.0289,0.615,0.12175,0.123,0.211,120.005,anime,2.1846833333333335,Corta,Media
Cö Shu Nie;Naeleck,SAKURA BURST (Naeleck Remix) - SACRA BEATS Singles,SAKURA BURST (Naeleck Remix) - SACRA BEATS Singles,49.0,False,0.793,0.809,11,-4.267,0,0.0408,0.0251,0.000336,0.352,0.158,130.003,anime,4.123066666666666,Larga,Media
Khantrast,Eight Gates Flow,Eight Gates Flow,44.0,True,0.762,0.545,1,-10.262,1,0.1575875,0.152,0.0,0.352,0.248,129.887,anime,3.298783333333333,Media,Media
LiSA,だってアタシのヒーロー。,だってアタシのヒーロー。,55.0,False,0.394,0.99,10,-0.589,0,0.1575875,0.0365,0.0,0.174,0.269,188.954,anime,3.90155,Media,Media
Kato,One Piece Vibes,Overtaken,47.0,False,0.616,0.365,7,-9.542,1,0.0369,0.245,0.12175,0.164,0.346,105.989,anime,2.1650833333333335,Corta,Media
Minijau,Naruto Main Theme,Naruto Main Theme,33.0,False,0.726,0.419,0,-13.615,1,0.0586,0.323,0.12175,0.107,0.73,74.996,anime,2.3208333333333333,Corta,Baja
Eve,Kaizin,Yoruwahonoka,53.0,False,0.747,0.672,6,-6.267,1,0.0616,0.00694,0.0,0.126,0.611,119.017,anime,3.2320166666666665,Media,Media
